-2.767916679382300060e+01,2.957083320617699940e+01,4.351374366790399684e+00,1.583539012237000065e+01
1.000000000000000000e+00,2.223333358764600121e+01,1.032249394846000001e+01,3.194088907946300182e+00
9.027777671814000371e+00,1.000000000000000000e+02,3.918156034147200018e+01,2.296626923027099920e+01
0.000000000000000000e+00,1.795937377929700006e+03,8.268648799653200285e+02,5.137103735262900273e+02
-1.380000019073500006e+01,4.620000076293899838e+01,2.129246604197599879e+01,1.183474446997600005e+01
-4.779999923706100162e+01,2.439999961852999988e+01,-1.165186112644500049e+01,2.030202845464700090e+01
1.000000000000000000e+00,5.719999694824200276e+01,3.294432716866599975e+01,1.300068978871400027e+01
-3.773333358764600121e+01,3.388333129882799710e+01,1.111608119429000041e+01,1.407262642656800011e+01
-4.221666717529299717e+01,3.366666793823200265e+01,-1.278386573804400017e+00,1.986997449948299987e+01
-1.556666660308800054e+01,3.638333511352499983e+01,1.460777652005299920e+01,1.092671543172100002e+01
-4.323333358764600121e+01,2.833333206176800090e+01,-5.477911223209799729e+00,2.070479102595900045e+01
0.000000000000000000e+00,8.029000000000000000e+03,8.577924012527399782e+02,7.358282210794900493e+02
0.000000000000000000e+00,9.730000000000000000e+02,1.273403897178200026e+02,1.061654921763999937e+02
0.000000000000000000e+00,5.280000000000000000e+02,2.868776741967300126e+01,3.389870742996900077e+01
0.000000000000000000e+00,2.261395568847700019e+02,5.079709441066599851e+01,2.339779643857700009e+01
0.000000000000000000e+00,2.561000000000000000e+03,3.451256586718000108e+02,2.932220263204999924e+02
0.000000000000000000e+00,1.631000000000000000e+03,1.009145509855299991e+02,1.123913651356700001e+02
0.000000000000000000e+00,2.169000000000000000e+03,2.352896456221400001e+02,1.666731052312700001e+02
0.000000000000000000e+00,2.423000000000000000e+03,1.798749220550899963e+02,2.445854382484600080e+02
0.000000000000000000e+00,3.873000000000000000e+04,8.908639246282899649e+02,1.303975164460699943e+03
0.000000000000000000e+00,1.000000000000000000e+04,9.107076101502800157e+03,8.150868665959800410e+02
0.000000000000000000e+00,9.998000000000000000e+03,9.904961322842100344e+02,7.178075541325999893e+02
0.000000000000000000e+00,2.772600000000000000e+04,1.776242676746700090e+04,4.426146840559799784e+03
0.000000000000000000e+00,9.375000000000000000e+03,7.838302319331500257e+03,1.210122095500900059e+03
0.000000000000000000e+00,4.544000000000000000e+03,2.848218417383699830e+02,2.196738814053200031e+02
0.000000000000000000e+00,5.099358000000000000e+07,1.713209929726799892e+05,3.783912015722300275e+05
-9.847000000000000000e+03,1.000000000000000000e+04,1.863129111445299941e+03,1.818370947666099937e+03
0.000000000000000000e+00,6.292080000000000000e+05,2.572393994906700027e+04,1.865628824488700047e+04
0.000000000000000000e+00,3.034200000000000000e+04,2.491820625532199847e+04,4.594634278953500143e+03
2.500000000000000000e+01,1.000000000000000000e+04,3.955111691175400210e+03,1.725609445094300099e+03
2.080000000000000000e+02,1.000000000000000000e+04,1.729496479878999935e+03,1.196380526086999907e+03
2.080000000000000000e+02,1.000000000000000000e+04,1.118966017615600094e+03,9.661581909087200302e+02
0.000000000000000000e+00,2.102054200000000000e+07,1.187381616658800049e+05,2.746685941772600054e+05
0.000000000000000000e+00,5.827890625000000000e+04,1.456472481702899913e+01,2.039744209962499895e+02
0.000000000000000000e+00,5.917713281250000000e+04,1.545128622853200007e+01,2.135673115832800022e+02
